activity_id,occurence,activity_repeated_at
10719,2,1997-11-10 00:00:00+05
10735,3,1998-02-12 00:00:00+05
10884,4,
10283,1,1996-09-03 00:00:00+05
10296,2,1996-10-16 00:00:00+05
10330,3,1996-11-19 00:00:00+05
10357,4,1996-12-12 00:00:00+05
10381,5,1997-02-28 00:00:00+05
10461,6,1997-04-08 00:00:00+05
10499,7,1997-05-21 00:00:00+05
10543,8,1997-12-16 00:00:00+05
10780,9,1998-01-09 00:00:00+05
10823,10,1998-02-20 00:00:00+05
10899,11,1998-04-03 00:00:00+05
10997,12,1998-05-01 00:00:00+05
11065,13,1998-05-05 00:00:00+05
11071,14,
10405,1,1997-03-25 00:00:00+05
10485,2,1997-08-20 00:00:00+05
10638,3,1997-10-08 00:00:00+05
10697,4,1997-11-04 00:00:00+05
10729,5,1998-01-02 00:00:00+05
10811,6,1998-01-19 00:00:00+05
10838,7,1998-01-19 00:00:00+05
10840,8,1998-03-02 00:00:00+05
10919,9,1998-03-17 00:00:00+05
10954,10,1998-04-10 00:00:00+05
11014,11,1998-04-21 00:00:00+05
11039,12,
10307,1,1996-09-30 00:00:00+05
10317,2,1997-05-21 00:00:00+05
10544,3,1997-09-09 00:00:00+05
10662,4,1997-09-11 00:00:00+05
10665,5,1998-02-03 00:00:00+05
10867,6,1998-02-12 00:00:00+05
10883,7,1998-04-13 00:00:00+05
11018,8,
10275,1,1996-09-09 00:00:00+05
10300,2,1997-01-03 00:00:00+05
10404,3,1997-03-06 00:00:00+05
10467,4,1997-08-18 00:00:00+05
10635,5,1997-11-25 00:00:00+05
10754,6,1997-12-18 00:00:00+05
10784,7,1998-01-07 00:00:00+05
10818,8,1998-03-10 00:00:00+05
10939,9,1998-03-16 00:00:00+05
10950,10,
10529,1,1997-08-28 00:00:00+05
10649,2,1997-12-01 00:00:00+05
10760,3,1998-02-17 00:00:00+05
10892,4,1998-02-19 00:00:00+05
10896,5,1998-03-26 00:00:00+05
10978,6,1998-04-07 00:00:00+05
11004,7,
10332,1,1996-10-28 00:00:00+05
10339,2,1996-12-09 00:00:00+05
10376,3,1997-01-23 00:00:00+05
10424,4,1997-02-07 00:00:00+05
10439,5,1997-04-14 00:00:00+05
10505,6,1997-06-11 00:00:00+05
10565,7,1997-06-17 00:00:00+05
10570,8,1997-07-07 00:00:00+05
10590,9,1997-07-21 00:00:00+05
10605,10,1997-08-01 00:00:00+05
10618,11,1997-08-04 00:00:00+05
10619,12,1997-10-30 00:00:00+05
10724,13,
10277,1,1997-06-20 00:00:00+05
10575,2,1997-10-09 00:00:00+05
10699,3,1997-12-16 00:00:00+05
10779,4,1998-03-12 00:00:00+05
10945,5,
10517,1,1997-11-24 00:00:00+05
10752,2,1998-04-29 00:00:00+05
11057,3,
10409,1,1997-05-08 00:00:00+05
10531,2,1998-02-20 00:00:00+05
10898,3,1998-03-18 00:00:00+05
10958,4,1998-03-30 00:00:00+05
10986,5,
10305,1,1996-10-25 00:00:00+05
10338,2,1997-02-10 00:00:00+05
10441,3,1997-07-09 00:00:00+05
10594,4,1997-09-24 00:00:00+05
10680,5,1997-10-16 00:00:00+05
10706,6,1998-01-01 00:00:00+05
10808,7,1998-01-27 00:00:00+05
10855,8,1998-03-20 00:00:00+05
10965,9,1998-04-20 00:00:00+05
11034,10,
10260,1,1997-01-07 00:00:00+05
10407,2,1997-04-16 00:00:00+05
10508,3,1997-05-30 00:00:00+05
10554,4,1997-06-26 00:00:00+05
10580,5,1997-09-26 00:00:00+05
10684,6,1997-12-05 00:00:00+05
10766,7,1998-01-15 00:00:00+05
10833,8,1998-04-03 00:00:00+05
10999,9,1998-04-14 00:00:00+05
11020,10,
10322,1,1996-11-14 00:00:00+05
10354,2,1997-03-13 00:00:00+05
10474,3,1997-04-10 00:00:00+05
10502,4,1998-04-02 00:00:00+05
10995,5,1998-05-05 00:00:00+05
11073,6,
10353,1,1996-12-24 00:00:00+05
10392,2,1997-01-27 00:00:00+05
10427,3,1997-03-28 00:00:00+05
10489,4,1997-05-08 00:00:00+05
10530,5,1997-07-11 00:00:00+05
10597,6,1997-09-30 00:00:00+05
10686,7,1997-11-19 00:00:00+05
10747,8,1998-01-21 00:00:00+05
10844,9,1998-04-27 00:00:00+05
11053,10,
10336,1,1996-12-27 00:00:00+05
10397,2,1997-02-03 00:00:00+05
10433,3,1997-03-17 00:00:00+05
10477,4,1998-04-08 00:00:00+05
11007,5,
10261,1,1996-08-27 00:00:00+05
10291,2,1996-12-11 00:00:00+05
10379,3,1997-01-21 00:00:00+05
10421,4,1997-07-02 00:00:00+05
10587,5,1997-08-27 00:00:00+05
10647,6,1997-10-28 00:00:00+05
10720,7,1997-12-24 00:00:00+05
10794,8,1998-03-31 00:00:00+05
10989,9,
10372,1,1997-01-07 00:00:00+05
10406,2,1997-03-26 00:00:00+05
10487,3,1997-08-19 00:00:00+05
10637,4,1997-09-05 00:00:00+05
10659,5,1997-10-14 00:00:00+05
10704,6,1997-11-04 00:00:00+05
10728,7,1997-12-19 00:00:00+05
10786,8,1998-02-04 00:00:00+05
10868,9,1998-02-26 00:00:00+05
10913,10,1998-02-27 00:00:00+05
10914,11,1998-03-19 00:00:00+05
10961,12,1998-05-04 00:00:00+05
11068,13,
10273,1,1996-08-20 00:00:00+05
10285,2,1996-08-21 00:00:00+05
10286,3,1996-09-24 00:00:00+05
10313,4,1996-11-04 00:00:00+05
10345,5,1996-11-22 00:00:00+05
10361,6,1997-01-17 00:00:00+05
10418,7,1997-02-19 00:00:00+05
10451,8,1997-04-23 00:00:00+05
10515,9,1997-05-05 00:00:00+05
10527,10,1997-05-19 00:00:00+05
10540,11,1997-05-27 00:00:00+05
10549,12,1997-07-03 00:00:00+05
10588,13,1997-09-05 00:00:00+05
10658,14,1997-10-03 00:00:00+05
10691,15,1997-10-06 00:00:00+05
10694,16,1997-10-29 00:00:00+05
10721,17,1997-11-18 00:00:00+05
10745,18,1997-12-04 00:00:00+05
10765,19,1997-12-22 00:00:00+05
10788,20,1998-01-21 00:00:00+05
10845,21,1998-02-02 00:00:00+05
10865,22,1998-02-10 00:00:00+05
10878,23,1998-03-10 00:00:00+05
10938,24,1998-03-19 00:00:00+05
10962,25,1998-04-01 00:00:00+05
10991,26,1998-04-02 00:00:00+05
10996,27,1998-04-14 00:00:00+05
11021,28,
10448,1,1997-10-24 00:00:00+05
10716,2,1998-01-13 00:00:00+05
10828,3,1998-02-27 00:00:00+05
10916,4,1998-04-13 00:00:00+05
11019,5,
10262,1,1996-08-02 00:00:00+05
10272,2,1996-08-30 00:00:00+05
10294,3,1996-09-25 00:00:00+05
10314,4,1996-09-27 00:00:00+05
10316,5,1996-11-05 00:00:00+05
10346,6,1997-01-01 00:00:00+05
10401,7,1997-03-19 00:00:00+05
10479,8,1997-06-10 00:00:00+05
10564,9,1997-06-16 00:00:00+05
10569,10,1997-07-14 00:00:00+05
10598,11,1997-12-02 00:00:00+05
10761,12,1998-01-07 00:00:00+05
10820,13,1998-01-26 00:00:00+05
10852,14,1998-02-16 00:00:00+05
10889,15,1998-03-31 00:00:00+05
10988,16,1998-04-06 00:00:00+05
11000,17,
10288,1,1997-01-28 00:00:00+05
10428,2,1997-02-12 00:00:00+05
10443,3,1997-06-09 00:00:00+05
10562,4,1997-07-02 00:00:00+05
10586,5,1997-09-03 00:00:00+05
10655,6,1997-11-03 00:00:00+05
10727,7,1998-01-02 00:00:00+05
10812,8,1998-02-26 00:00:00+05
10908,9,1998-03-11 00:00:00+05
10942,10,1998-04-09 00:00:00+05
11010,11,1998-04-30 00:00:00+05
11062,12,
10287,1,1996-09-06 00:00:00+05
10299,2,1997-02-14 00:00:00+05
10447,3,1997-03-20 00:00:00+05
10481,4,1997-06-10 00:00:00+05
10563,5,1997-08-06 00:00:00+05
10622,6,1997-08-28 00:00:00+05
10648,7,1998-01-05 00:00:00+05
10813,8,1998-01-26 00:00:00+05
10851,9,1998-02-09 00:00:00+05
10877,10,1998-04-29 00:00:00+05
11059,11,
10255,1,1997-01-20 00:00:00+05
10419,2,1997-05-14 00:00:00+05
10537,3,1997-09-12 00:00:00+05
10666,4,1997-11-24 00:00:00+05
10751,5,1997-11-28 00:00:00+05
10758,6,1998-03-06 00:00:00+05
10931,7,1998-03-16 00:00:00+05
10951,8,1998-04-17 00:00:00+05
11033,9,1998-05-06 00:00:00+05
11075,10,
10281,1,1996-08-15 00:00:00+05
10282,2,1996-09-16 00:00:00+05
10306,3,1998-03-02 00:00:00+05
10917,4,1998-04-09 00:00:00+05
11013,5,
10387,1,1997-04-29 00:00:00+05
10520,2,1997-08-20 00:00:00+05
10639,3,1998-01-14 00:00:00+05
10831,4,1998-02-26 00:00:00+05
10909,5,1998-04-10 00:00:00+05
11015,6,
10324,1,1996-12-25 00:00:00+05
10393,2,1996-12-30 00:00:00+05
10398,3,1997-02-10 00:00:00+05
10440,4,1997-02-20 00:00:00+05
10452,5,1997-04-18 00:00:00+05
10510,6,1997-06-02 00:00:00+05
10555,7,1997-07-18 00:00:00+05
10603,8,1997-07-22 00:00:00+05
10607,9,1997-07-28 00:00:00+05
10612,10,1997-08-11 00:00:00+05
10627,11,1997-09-04 00:00:00+05
10657,12,1997-09-23 00:00:00+05
10678,13,1997-10-10 00:00:00+05
10700,14,1997-10-21 00:00:00+05
10711,15,1997-10-22 00:00:00+05
10713,16,1997-10-22 00:00:00+05
10714,17,1997-10-29 00:00:00+05
10722,18,1997-11-20 00:00:00+05
10748,19,1997-11-27 00:00:00+05
10757,20,1998-01-05 00:00:00+05
10815,21,1998-01-22 00:00:00+05
10847,22,1998-02-11 00:00:00+05
10882,23,1998-02-18 00:00:00+05
10894,24,1998-03-11 00:00:00+05
10941,25,1998-03-27 00:00:00+05
10983,26,1998-03-30 00:00:00+05
10984,27,1998-04-06 00:00:00+05
11002,28,1998-04-17 00:00:00+05
11030,29,1998-04-17 00:00:00+05
11031,30,1998-05-01 00:00:00+05
11064,31,
10359,1,1996-12-09 00:00:00+05
10377,2,1996-12-19 00:00:00+05
10388,3,1997-03-12 00:00:00+05
10472,4,1997-05-01 00:00:00+05
10523,5,1997-05-23 00:00:00+05
10547,6,1997-12-26 00:00:00+05
10800,7,1997-12-30 00:00:00+05
10804,8,1998-02-04 00:00:00+05
10869,9,
10341,1,1997-01-16 00:00:00+05
10417,2,1997-06-03 00:00:00+05
10556,3,1997-08-22 00:00:00+05
10642,4,1997-09-15 00:00:00+05
10669,5,1997-12-29 00:00:00+05
10802,6,1998-05-06 00:00:00+05
11074,7,
10738,1,1998-02-25 00:00:00+05
10907,2,1998-03-20 00:00:00+05
10964,3,1998-04-22 00:00:00+05
11043,4,
10271,1,1996-10-15 00:00:00+05
10329,2,1996-11-08 00:00:00+05
10349,3,1996-12-02 00:00:00+05
10369,4,1996-12-17 00:00:00+05
10385,5,1997-01-31 00:00:00+05
10432,6,1997-11-27 00:00:00+05
10756,7,1998-01-08 00:00:00+05
10821,8,1998-03-25 00:00:00+05
10974,9,
10252,1,1996-09-10 00:00:00+05
10302,2,1997-02-26 00:00:00+05
10458,3,1997-03-04 00:00:00+05
10463,4,1997-03-14 00:00:00+05
10475,5,1997-12-05 00:00:00+05
10767,6,1998-01-20 00:00:00+05
10841,7,1998-01-22 00:00:00+05
10846,8,1998-02-12 00:00:00+05
10885,9,1998-03-06 00:00:00+05
10930,10,1998-04-20 00:00:00+05
11035,11,1998-04-21 00:00:00+05
11038,12,
10310,1,1997-10-17 00:00:00+05
10708,2,1997-12-30 00:00:00+05
10805,3,1998-04-01 00:00:00+05
10992,4,
10624,1,1997-12-12 00:00:00+05
10775,2,1998-04-06 00:00:00+05
11003,3,
10249,1,1997-02-06 00:00:00+05
10438,2,1997-02-14 00:00:00+05
10446,3,1997-05-26 00:00:00+05
10548,4,1997-07-23 00:00:00+05
10608,5,1998-03-23 00:00:00+05
10967,6,
10276,1,1996-08-29 00:00:00+05
10293,2,1996-09-12 00:00:00+05
10304,3,1996-10-02 00:00:00+05
10319,4,1997-04-25 00:00:00+05
10518,5,1997-06-23 00:00:00+05
10576,6,1997-09-22 00:00:00+05
10676,7,1998-01-20 00:00:00+05
10842,8,1998-02-27 00:00:00+05
10915,9,1998-05-04 00:00:00+05
11069,10,
10292,1,1997-04-04 00:00:00+05
10496,2,1997-07-22 00:00:00+05
10606,3,1998-01-13 00:00:00+05
10830,4,1998-01-15 00:00:00+05
10834,5,1998-01-19 00:00:00+05
10839,6,
10574,1,1997-06-23 00:00:00+05
10577,2,1998-01-08 00:00:00+05
10822,3,
10367,1,1996-12-31 00:00:00+05
10399,2,1997-03-05 00:00:00+05
10465,3,1997-07-07 00:00:00+05
10591,4,1997-07-17 00:00:00+05
10602,5,1997-10-01 00:00:00+05
10688,6,1997-11-17 00:00:00+05
10744,7,1997-12-08 00:00:00+05
10769,8,1998-03-03 00:00:00+05
10921,9,1998-03-12 00:00:00+05
10946,10,1998-04-02 00:00:00+05
10994,11,
10251,1,1996-10-21 00:00:00+05
10334,2,1997-02-19 00:00:00+05
10450,3,1997-02-27 00:00:00+05
10459,4,1997-03-18 00:00:00+05
10478,5,1997-05-23 00:00:00+05
10546,6,1997-12-31 00:00:00+05
10806,7,1998-01-05 00:00:00+05
10814,8,1998-01-21 00:00:00+05
10843,9,1998-01-23 00:00:00+05
10850,10,
10248,1,1996-08-06 00:00:00+05
10274,2,1996-09-02 00:00:00+05
10295,3,1997-11-11 00:00:00+05
10737,4,1997-11-12 00:00:00+05
10739,5,
10266,1,1996-08-01 00:00:00+05
10270,2,1996-10-03 00:00:00+05
10320,3,1996-10-18 00:00:00+05
10333,4,1997-01-13 00:00:00+05
10412,5,1997-01-16 00:00:00+05
10416,6,1997-02-05 00:00:00+05
10437,7,1997-02-24 00:00:00+05
10455,8,1997-05-05 00:00:00+05
10526,9,1997-05-30 00:00:00+05
10553,10,1997-06-30 00:00:00+05
10583,11,1997-08-19 00:00:00+05
10636,12,1997-11-21 00:00:00+05
10750,13,1997-12-17 00:00:00+05
10781,14,1998-04-15 00:00:00+05
11025,15,
10256,1,1997-01-21 00:00:00+05
10420,2,1997-07-01 00:00:00+05
10585,3,1997-08-25 00:00:00+05
10644,4,1997-12-30 00:00:00+05
10803,5,1998-01-01 00:00:00+05
10809,6,1998-02-20 00:00:00+05
10900,7,1998-02-24 00:00:00+05
10905,8,1998-03-09 00:00:00+05
10935,9,
10269,1,1996-11-01 00:00:00+05
10344,2,1997-03-10 00:00:00+05
10469,3,1997-03-24 00:00:00+05
10483,4,1997-04-11 00:00:00+05
10504,5,1997-07-11 00:00:00+05
10596,6,1997-10-06 00:00:00+05
10693,7,1997-10-08 00:00:00+05
10696,8,1997-10-30 00:00:00+05
10723,9,1997-11-13 00:00:00+05
10740,10,1998-01-30 00:00:00+05
10861,11,1998-02-24 00:00:00+05
10904,12,1998-04-17 00:00:00+05
11032,13,1998-05-01 00:00:00+05
11066,14,
10615,1,1997-09-18 00:00:00+05
10673,2,1997-10-07 00:00:00+05
10695,3,1998-02-06 00:00:00+05
10873,4,1998-02-10 00:00:00+05
10879,5,1998-02-26 00:00:00+05
10910,6,1998-04-07 00:00:00+05
11005,7,
10374,1,1997-07-25 00:00:00+05
10611,2,1997-12-23 00:00:00+05
10792,3,1998-02-04 00:00:00+05
10870,4,1998-02-25 00:00:00+05
10906,5,1998-04-03 00:00:00+05
10998,6,1998-04-23 00:00:00+05
11044,7,
11081,1,1996-12-15 00:00:00+05
11082,2,1997-02-10 00:00:00+05
11083,3,1998-03-02 00:00:00+05
11084,4,1998-04-07 00:00:00+05
11085,5,
11077,1,1996-08-20 00:00:00+05
11078,2,1996-08-21 00:00:00+05
11079,3,1996-10-21 00:00:00+05
11080,4,1996-11-02 00:00:00+05
11091,5,
10837,1,
11087,1,1998-03-01 00:00:00+05
11086,2,
11088,1,1996-11-01 00:00:00+05
11090,2,
